Date of Birth,Gender,Location,Subscription Plan,Payment Information,Renewal Status,Usage Frequency,Purchase History,Favorite Genres,Devices Used,Engagement Metrics,Feedback/Ratings,Customer Support Interactions,Duration,Age,Age Group,Engagement Metrics Numeric,Usage Frequency Numeric,Purchase History Numeric
1986-02-26,Female,Port David,Monthly,Mastercard,Manual,Regular,Electronics,Drama,Smart TV,Low,3.9,7,365 days,38,36-45,0,0.0,1
1982-02-18,Male,Davisport,Annual,Visa,Manual,Frequent,Clothing,Romance,Tablet,High,3.3,2,365 days,42,36-45,2,1.0,2
1991-04-16,Male,New Kennethville,Annual,Amex,Auto-renew,Occasional,Books,Comedy,Smart TV,Medium,3.1,8,365 days,33,26-35,1,,0
1997-09-07,Male,Lake Courtneyville,Annual,Mastercard,Auto-renew,Occasional,Books,Action,Smart TV,Medium,4.1,10,365 days,27,26-35,1,,0
1942-08-28,Male,Port Brandiport,Annual,Visa,Auto-renew,Occasional,Electronics,Action,Tablet,Medium,4.3,6,365 days,82,61+,1,,1
1944-12-18,Female,Angelaview,Monthly,Mastercard,Manual,Regular,Books,Drama,Smart TV,Medium,4.6,3,365 days,80,61+,1,0.0,0
1998-09-12,Male,Johnbury,Annual,Mastercard,Manual,Occasional,Books,Comedy,Tablet,Medium,3.1,5,365 days,26,26-35,1,,0
2003-06-21,Female,Garrettland,Annual,Visa,Manual,Frequent,Electronics,Action,Smart TV,High,4.3,2,365 days,21,18-25,2,1.0,1
1995-09-16,Female,Thompsonton,Monthly,Amex,Manual,Frequent,Clothing,Action,Smart TV,Medium,4.9,1,365 days,29,26-35,1,1.0,2
1973-04-08,Male,Huntmouth,Monthly,Amex,Auto-renew,Occasional,Books,Drama,Tablet,Medium,3.3,5,365 days,51,46-55,1,,0
1935-06-24,Male,West Molly,Monthly,Amex,Auto-renew,Occasional,Books,Romance,Smartphone,Medium,3.9,5,365 days,89,61+,1,,0
1992-11-04,Female,South Kathleen,Annual,Amex,Manual,Frequent,Clothing,Horror,Smartphone,Medium,4.6,5,365 days,32,26-35,1,1.0,2
1970-04-26,Male,West Destinymouth,Monthly,Mastercard,Auto-renew,Regular,Books,Romance,Smart TV,High,3.0,0,365 days,54,46-55,2,0.0,0
1949-03-17,Male,Johnborough,Annual,Visa,Auto-renew,Occasional,Electronics,Comedy,Smartphone,High,4.9,2,365 days,75,61+,2,,1
1963-10-07,Female,North Tracy,Annual,Visa,Auto-renew,Frequent,Electronics,Sci-Fi,Tablet,Medium,4.7,3,365 days,61,61+,1,1.0,1
1947-02-25,Male,Lisafurt,Monthly,Amex,Manual,Regular,Books,Documentary,Tablet,Low,4.3,9,365 days,77,61+,0,0.0,0
1973-12-28,Male,Lake Edwardmouth,Annual,Amex,Auto-renew,Frequent,Electronics,Action,Smartphone,Medium,4.0,6,365 days,51,46-55,1,1.0,1
1951-06-11,Female,Kathyfurt,Annual,Amex,Manual,Occasional,Books,Action,Tablet,Medium,3.4,6,365 days,73,61+,1,,0
1988-06-03,Female,Danielleburgh,Monthly,Visa,Manual,Regular,Electronics,Action,Tablet,Medium,3.4,7,365 days,36,36-45,1,0.0,1
1963-04-25,Male,Stewartberg,Annual,Amex,Auto-renew,Regular,Books,Horror,Smartphone,High,4.3,4,365 days,61,61+,2,0.0,0
1992-05-23,Female,Barkerchester,Annual,Visa,Auto-renew,Frequent,Electronics,Sci-Fi,Smart TV,High,3.3,8,365 days,32,26-35,2,1.0,1
2003-10-23,Male,Rothside,Annual,Amex,Auto-renew,Frequent,Electronics,Horror,Tablet,High,4.7,9,365 days,21,18-25,2,1.0,1
1988-10-25,Male,South Melanie,Annual,Amex,Manual,Frequent,Clothing,Horror,Smartphone,Low,4.1,1,365 days,36,36-45,0,1.0,2
1990-11-17,Female,Lisamouth,Annual,Visa,Auto-renew,Occasional,Clothing,Comedy,Tablet,Medium,4.1,5,365 days,34,26-35,1,,2
1957-03-28,Male,Port Katherineview,Monthly,Amex,Manual,Regular,Books,Documentary,Smart TV,Low,4.3,2,365 days,67,61+,0,0.0,0
1937-08-28,Male,New Kathyton,Annual,Visa,Manual,Regular,Electronics,Documentary,Tablet,Low,3.6,10,365 days,87,61+,0,0.0,1
1938-11-08,Female,Shannonport,Annual,Visa,Auto-renew,Occasional,Clothing,Documentary,Tablet,High,3.9,8,365 days,86,61+,2,,2
1948-09-06,Male,Jamiestad,Monthly,Visa,Auto-renew,Regular,Electronics,Horror,Smart TV,High,3.8,1,365 days,76,61+,2,0.0,1
1963-07-21,Male,Lake Christopher,Annual,Mastercard,Auto-renew,Regular,Electronics,Romance,Smart TV,Medium,4.5,10,365 days,61,61+,1,0.0,1
1999-03-13,Male,North Natalie,Annual,Visa,Manual,Frequent,Books,Action,Smart TV,Medium,4.9,9,365 days,25,26-35,1,1.0,0
1962-11-20,Female,Ericmouth,Monthly,Mastercard,Auto-renew,Frequent,Clothing,Romance,Smartphone,High,4.7,10,365 days,62,61+,2,1.0,2
1965-12-05,Male,Osbornebury,Monthly,Visa,Manual,Regular,Books,Documentary,Tablet,High,4.5,5,365 days,59,56-60,2,0.0,0
1952-07-19,Male,Port Andrea,Annual,Visa,Auto-renew,Frequent,Books,Drama,Smartphone,High,3.5,10,365 days,72,61+,2,1.0,0
1985-08-01,Male,Port Kelly,Monthly,Mastercard,Manual,Regular,Clothing,Drama,Smart TV,High,4.7,9,365 days,39,36-45,2,0.0,2
1994-01-04,Male,South Austin,Annual,Amex,Auto-renew,Occasional,Books,Horror,Smartphone,Low,5.0,4,365 days,30,26-35,0,,0
1943-11-03,Male,Tannerton,Annual,Amex,Manual,Frequent,Clothing,Action,Smartphone,Medium,4.0,6,365 days,81,61+,1,1.0,2
1989-01-24,Male,North Biancamouth,Annual,Mastercard,Auto-renew,Occasional,Electronics,Drama,Smart TV,Low,4.9,8,365 days,35,36-45,0,,1
1965-06-29,Female,Elizabethton,Monthly,Visa,Manual,Regular,Books,Comedy,Tablet,Medium,3.7,8,365 days,59,56-60,1,0.0,0
1994-07-25,Female,Bowenland,Monthly,Visa,Auto-renew,Regular,Books,Action,Smart TV,Medium,3.3,3,365 days,30,26-35,1,0.0,0
1989-03-28,Female,New Jefferyport,Monthly,Mastercard,Manual,Occasional,Electronics,Romance,Smart TV,High,3.6,1,365 days,35,36-45,2,,1
1968-03-12,Male,Jordantown,Annual,Visa,Auto-renew,Frequent,Electronics,Documentary,Smartphone,Low,3.8,0,365 days,56,56-60,0,1.0,1
1964-04-03,Male,Patrickbury,Annual,Visa,Manual,Frequent,Books,Action,Smartphone,Low,4.3,7,365 days,60,61+,0,1.0,0
2004-03-04,Male,Millerland,Annual,Amex,Manual,Occasional,Electronics,Comedy,Tablet,High,4.5,9,365 days,20,18-25,2,,1
1948-09-04,Male,Port Melissa,Annual,Mastercard,Manual,Occasional,Electronics,Comedy,Smartphone,Low,4.5,0,365 days,76,61+,0,,1
1984-09-25,Male,Jamesborough,Monthly,Mastercard,Manual,Frequent,Clothing,Action,Tablet,Medium,4.1,3,365 days,40,36-45,1,1.0,2
1956-10-18,Female,Port Theresaberg,Annual,Mastercard,Manual,Occasional,Electronics,Drama,Tablet,High,4.5,4,365 days,68,61+,2,,1
1986-08-05,Female,Nathanielhaven,Monthly,Visa,Manual,Regular,Books,Drama,Tablet,Low,3.3,5,365 days,38,36-45,0,0.0,0
1935-12-08,Female,North Ronald,Monthly,Amex,Manual,Occasional,Books,Action,Tablet,Medium,3.4,5,365 days,89,61+,1,,0
1949-04-30,Male,New Suzanneburgh,Annual,Amex,Manual,Regular,Clothing,Action,Smart TV,Low,3.1,3,365 days,75,61+,0,0.0,2
1973-11-09,Male,Munozshire,Monthly,Visa,Auto-renew,Frequent,Books,Comedy,Smartphone,Medium,4.9,1,365 days,51,46-55,1,1.0,0
1955-07-30,Female,North Mariestad,Monthly,Visa,Manual,Frequent,Clothing,Romance,Smartphone,Low,3.9,6,365 days,69,61+,0,1.0,2
1988-01-21,Male,Annafort,Annual,Visa,Manual,Frequent,Clothing,Documentary,Smart TV,Medium,3.0,3,365 days,36,36-45,1,1.0,2
1973-06-16,Female,Crawfordtown,Monthly,Mastercard,Auto-renew,Frequent,Books,Romance,Smart TV,High,3.6,10,365 days,51,46-55,2,1.0,0
2003-03-26,Female,Reedview,Monthly,Visa,Manual,Regular,Books,Comedy,Smart TV,High,3.2,0,365 days,21,18-25,2,0.0,0
1942-02-16,Female,South Danielle,Monthly,Visa,Manual,Frequent,Clothing,Horror,Smart TV,High,4.7,6,365 days,82,61+,2,1.0,2
2001-11-20,Female,Cooperton,Annual,Visa,Auto-renew,Frequent,Books,Romance,Tablet,Low,3.5,2,365 days,23,18-25,0,1.0,0
1938-04-05,Female,New Wesley,Annual,Amex,Manual,Frequent,Books,Comedy,Tablet,High,5.0,3,365 days,86,61+,2,1.0,0
1974-11-08,Male,East Thomas,Monthly,Mastercard,Manual,Frequent,Electronics,Drama,Smart TV,High,3.5,8,365 days,50,46-55,2,1.0,1
1939-03-19,Male,Port James,Monthly,Visa,Auto-renew,Regular,Clothing,Sci-Fi,Smart TV,Medium,3.3,2,365 days,85,61+,1,0.0,2
1985-03-24,Male,Zacharyside,Monthly,Amex,Auto-renew,Frequent,Books,Drama,Smartphone,High,4.5,7,365 days,39,36-45,2,1.0,0
1996-01-18,Male,Claytonberg,Monthly,Visa,Manual,Occasional,Clothing,Comedy,Smartphone,High,4.1,3,365 days,28,26-35,2,,2
2006-01-18,Male,Lake Christophermouth,Annual,Visa,Manual,Regular,Clothing,Romance,Smart TV,High,3.8,4,365 days,18,18-25,2,0.0,2
1942-07-15,Female,Carterbury,Monthly,Visa,Auto-renew,Regular,Books,Sci-Fi,Smartphone,High,3.9,8,365 days,82,61+,2,0.0,0
1973-10-07,Male,Kellyfurt,Annual,Amex,Manual,Occasional,Electronics,Sci-Fi,Tablet,High,3.8,5,365 days,51,46-55,2,,1
1947-09-06,Male,Lake Chris,Annual,Visa,Auto-renew,Occasional,Clothing,Comedy,Tablet,High,4.2,10,365 days,77,61+,2,,2
1969-08-07,Male,New Rachelton,Annual,Mastercard,Auto-renew,Occasional,Clothing,Horror,Tablet,High,3.7,10,365 days,55,56-60,2,,2
1951-07-03,Male,South Staceyshire,Annual,Amex,Manual,Frequent,Electronics,Sci-Fi,Smartphone,Medium,3.1,8,365 days,73,61+,1,1.0,1
1997-05-09,Male,Leonardfort,Annual,Visa,Auto-renew,Occasional,Clothing,Romance,Tablet,Medium,4.8,9,365 days,27,26-35,1,,2
1993-04-01,Female,Longmouth,Annual,Visa,Manual,Regular,Books,Romance,Smartphone,High,4.4,5,365 days,31,26-35,2,0.0,0
1990-12-13,Female,East Jenniferberg,Annual,Amex,Auto-renew,Frequent,Books,Action,Smart TV,Low,3.2,8,365 days,34,26-35,0,1.0,0
1970-11-22,Male,Williamfurt,Annual,Mastercard,Manual,Regular,Books,Comedy,Smartphone,High,3.5,1,365 days,54,46-55,2,0.0,0
1956-07-01,Male,Lake Mary,Monthly,Amex,Auto-renew,Occasional,Books,Romance,Smart TV,High,3.9,3,365 days,68,61+,2,,0
1987-01-16,Male,West Kimton,Annual,Amex,Auto-renew,Frequent,Electronics,Horror,Smart TV,High,3.1,5,365 days,37,36-45,2,1.0,1
1987-03-10,Female,Port Tylerbury,Monthly,Mastercard,Manual,Regular,Books,Action,Tablet,Medium,3.4,6,365 days,37,36-45,1,0.0,0
1988-02-04,Male,South Andrew,Annual,Visa,Manual,Occasional,Books,Drama,Smartphone,Medium,3.2,1,365 days,36,36-45,1,,0
2003-11-05,Male,Victoriafurt,Annual,Amex,Auto-renew,Occasional,Clothing,Comedy,Smart TV,High,3.6,9,365 days,21,18-25,2,,2
1982-10-23,Male,Julieton,Monthly,Mastercard,Manual,Occasional,Electronics,Action,Smartphone,Low,4.2,1,365 days,42,36-45,0,,1
1999-04-01,Male,Reynoldsfort,Annual,Visa,Manual,Frequent,Electronics,Horror,Smartphone,High,4.8,7,365 days,25,26-35,2,1.0,1
1995-09-07,Female,Jennifershire,Annual,Visa,Manual,Occasional,Electronics,Drama,Smartphone,Low,3.5,9,365 days,29,26-35,0,,1
2004-03-05,Female,Stacyburgh,Monthly,Mastercard,Auto-renew,Occasional,Clothing,Drama,Tablet,Low,4.8,2,365 days,20,18-25,0,,2
1946-07-07,Male,Joseville,Monthly,Visa,Manual,Frequent,Clothing,Drama,Tablet,High,4.8,9,365 days,78,61+,2,1.0,2
1946-09-05,Male,Nelsonview,Monthly,Amex,Manual,Frequent,Clothing,Comedy,Tablet,High,3.5,4,365 days,78,61+,2,1.0,2
1996-12-28,Male,Hernandezchester,Annual,Visa,Auto-renew,Frequent,Clothing,Drama,Smart TV,Low,4.2,10,365 days,28,26-35,0,1.0,2
1946-02-27,Female,North Carmenberg,Annual,Visa,Manual,Regular,Books,Horror,Tablet,High,4.6,5,365 days,78,61+,2,0.0,0
1943-10-01,Male,South Lindsey,Monthly,Visa,Auto-renew,Regular,Books,Comedy,Smartphone,Low,3.1,2,365 days,81,61+,0,0.0,0
1980-06-28,Male,Port Ralphstad,Annual,Mastercard,Manual,Occasional,Electronics,Documentary,Smartphone,Medium,4.6,5,365 days,44,36-45,1,,1
1986-06-24,Female,Stephenborough,Annual,Visa,Auto-renew,Occasional,Clothing,Romance,Smartphone,Medium,4.7,0,365 days,38,36-45,1,,2
1962-03-18,Male,Reedbury,Annual,Mastercard,Auto-renew,Frequent,Clothing,Horror,Tablet,High,3.3,2,365 days,62,61+,2,1.0,2
2001-07-15,Male,Mcmillanview,Annual,Visa,Auto-renew,Occasional,Electronics,Documentary,Tablet,High,3.3,9,365 days,23,18-25,2,,1
2001-09-18,Female,South Suzanne,Annual,Mastercard,Auto-renew,Regular,Electronics,Romance,Smartphone,Low,4.5,4,365 days,23,18-25,0,0.0,1
1956-12-28,Female,Carlaville,Monthly,Amex,Manual,Occasional,Books,Sci-Fi,Smartphone,Medium,4.4,10,365 days,68,61+,1,,0
1962-08-08,Male,New Jameshaven,Annual,Amex,Auto-renew,Occasional,Clothing,Sci-Fi,Smartphone,High,3.9,9,365 days,62,61+,2,,2
1986-02-11,Female,Shelbyfurt,Annual,Mastercard,Manual,Frequent,Clothing,Comedy,Tablet,Low,3.4,6,365 days,38,36-45,0,1.0,2
1955-05-06,Male,New Reginaldtown,Annual,Mastercard,Manual,Occasional,Clothing,Drama,Smart TV,Low,4.3,7,365 days,69,61+,0,,2
1983-02-20,Female,Moorestad,Monthly,Mastercard,Manual,Frequent,Clothing,Sci-Fi,Tablet,High,4.8,1,365 days,41,36-45,2,1.0,2
1962-03-06,Female,Adamland,Monthly,Visa,Manual,Regular,Books,Action,Smartphone,Medium,3.8,6,365 days,62,61+,1,0.0,0
1967-07-16,Male,Sanchezland,Monthly,Mastercard,Manual,Occasional,Books,Drama,Smart TV,High,4.9,0,365 days,57,56-60,2,,0
1962-02-03,Female,Pottsview,Annual,Visa,Auto-renew,Frequent,Electronics,Horror,Smartphone,Medium,3.6,7,365 days,62,61+,1,1.0,1
1952-02-06,Male,Mistyburgh,Monthly,Mastercard,Auto-renew,Regular,Clothing,Drama,Smart TV,Low,4.2,8,365 days,72,61+,0,0.0,2
1995-02-27,Female,Port Robertside,Annual,Mastercard,Manual,Occasional,Clothing,Drama,Tablet,Medium,3.8,9,365 days,29,26-35,1,,2
1998-08-21,Female,Christinemouth,Monthly,Amex,Auto-renew,Frequent,Electronics,Action,Tablet,Medium,3.4,7,365 days,26,26-35,1,1.0,1
1977-04-11,Female,Sullivanview,Monthly,Amex,Auto-renew,Frequent,Books,Drama,Smart TV,Low,4.3,8,365 days,47,46-55,0,1.0,0
1935-03-05,Male,Leahberg,Monthly,Amex,Manual,Occasional,Clothing,Horror,Smartphone,Low,3.6,0,365 days,89,61+,0,,2
1972-06-07,Male,Lisaland,Monthly,Mastercard,Auto-renew,Frequent,Books,Drama,Smart TV,Low,3.2,10,365 days,52,46-55,0,1.0,0
2005-07-06,Male,Johnburgh,Annual,Mastercard,Auto-renew,Frequent,Books,Romance,Smartphone,Low,4.2,5,365 days,19,18-25,0,1.0,0
1938-04-30,Male,Victorport,Annual,Mastercard,Auto-renew,Regular,Electronics,Documentary,Tablet,High,3.2,2,365 days,86,61+,2,0.0,1
1958-08-03,Female,New Michael,Monthly,Mastercard,Manual,Frequent,Clothing,Romance,Smartphone,Medium,4.6,3,365 days,66,61+,1,1.0,2
1986-10-29,Male,New Caitlynland,Annual,Mastercard,Auto-renew,Frequent,Clothing,Horror,Tablet,Medium,3.1,8,365 days,38,36-45,1,1.0,2
1948-03-27,Male,Richardfurt,Monthly,Mastercard,Auto-renew,Occasional,Electronics,Sci-Fi,Smartphone,High,4.6,4,365 days,76,61+,2,,1
1962-08-22,Male,South Petershire,Monthly,Visa,Manual,Frequent,Clothing,Horror,Smartphone,Medium,3.0,8,365 days,62,61+,1,1.0,2
1964-10-30,Male,Fergusonland,Annual,Mastercard,Manual,Occasional,Clothing,Drama,Smart TV,High,4.1,3,365 days,60,61+,2,,2
1989-10-19,Female,Johnhaven,Monthly,Amex,Manual,Frequent,Electronics,Drama,Smartphone,High,3.5,9,365 days,35,36-45,2,1.0,1
1950-04-09,Male,Stephanieview,Annual,Visa,Manual,Occasional,Clothing,Sci-Fi,Tablet,Medium,3.9,2,365 days,74,61+,1,,2
2005-03-11,Female,Port Paulland,Monthly,Mastercard,Manual,Regular,Books,Sci-Fi,Smartphone,High,3.4,2,365 days,19,18-25,2,0.0,0
1944-06-28,Female,Port Ryanmouth,Annual,Amex,Auto-renew,Regular,Books,Romance,Smartphone,Medium,4.2,2,365 days,80,61+,1,0.0,0
1997-10-13,Female,Port Daniel,Monthly,Amex,Auto-renew,Frequent,Electronics,Sci-Fi,Tablet,Low,4.6,7,365 days,27,26-35,0,1.0,1
1955-01-10,Male,Bradleyland,Annual,Mastercard,Auto-renew,Occasional,Clothing,Drama,Smartphone,Low,4.9,2,365 days,69,61+,0,,2
1945-08-29,Female,Wigginsmouth,Monthly,Mastercard,Manual,Occasional,Books,Documentary,Smart TV,High,3.8,8,365 days,79,61+,2,,0
1971-09-07,Male,East Saraland,Monthly,Amex,Auto-renew,Regular,Electronics,Drama,Smart TV,Medium,4.8,1,365 days,53,46-55,1,0.0,1
1989-09-25,Male,Guerrerochester,Annual,Amex,Auto-renew,Frequent,Electronics,Horror,Smart TV,Medium,4.1,6,365 days,35,36-45,1,1.0,1
1980-09-26,Female,Scotttown,Monthly,Mastercard,Manual,Regular,Books,Drama,Tablet,Medium,3.7,3,365 days,44,36-45,1,0.0,0
1961-04-03,Female,North Lisaville,Monthly,Mastercard,Manual,Occasional,Electronics,Drama,Smartphone,Medium,4.9,2,365 days,63,61+,1,,1
1992-01-30,Female,Haileyton,Annual,Mastercard,Manual,Frequent,Electronics,Action,Tablet,Low,4.4,6,365 days,32,26-35,0,1.0,1
1957-11-08,Female,Jameshaven,Monthly,Amex,Auto-renew,Frequent,Books,Drama,Tablet,Low,4.8,10,365 days,67,61+,0,1.0,0
1957-02-27,Male,Harrisburgh,Annual,Mastercard,Auto-renew,Occasional,Books,Horror,Tablet,High,4.1,8,365 days,67,61+,2,,0
1988-08-25,Male,North Aprilfurt,Annual,Visa,Manual,Regular,Electronics,Documentary,Smartphone,Low,4.3,10,365 days,36,36-45,0,0.0,1
1999-02-18,Female,Davisborough,Annual,Visa,Auto-renew,Frequent,Electronics,Romance,Tablet,Medium,4.7,0,365 days,25,26-35,1,1.0,1
1992-11-15,Female,Johnstonland,Monthly,Visa,Auto-renew,Occasional,Clothing,Sci-Fi,Smart TV,Low,3.7,5,365 days,32,26-35,0,,2
2006-01-17,Male,Colechester,Monthly,Mastercard,Manual,Occasional,Clothing,Sci-Fi,Tablet,Medium,3.2,4,365 days,18,18-25,1,,2
1933-12-24,Male,Lake Melissa,Monthly,Visa,Auto-renew,Occasional,Books,Comedy,Smart TV,Medium,3.8,2,365 days,91,61+,1,,0
1974-11-19,Male,North Meghan,Monthly,Visa,Manual,Occasional,Clothing,Comedy,Smart TV,Medium,3.6,6,365 days,50,46-55,1,,2
1969-05-23,Male,Lawsontown,Annual,Mastercard,Manual,Regular,Electronics,Comedy,Smartphone,Low,4.1,6,365 days,55,56-60,0,0.0,1
1970-08-26,Female,Liview,Annual,Visa,Manual,Regular,Electronics,Documentary,Smart TV,Low,3.6,7,365 days,54,46-55,0,0.0,1
1959-01-05,Male,Jenniferhaven,Monthly,Mastercard,Manual,Regular,Books,Action,Smartphone,Medium,4.2,2,365 days,65,61+,1,0.0,0
1967-07-16,Female,West Melissa,Annual,Amex,Auto-renew,Occasional,Electronics,Horror,Tablet,High,4.2,7,365 days,57,56-60,2,,1
1933-05-16,Female,North David,Monthly,Visa,Auto-renew,Regular,Electronics,Action,Tablet,Low,3.6,7,365 days,91,61+,0,0.0,1
2001-01-11,Female,Josemouth,Annual,Mastercard,Manual,Regular,Clothing,Sci-Fi,Smart TV,High,3.9,2,365 days,23,18-25,2,0.0,2
1993-12-18,Male,Griffithchester,Monthly,Mastercard,Auto-renew,Occasional,Clothing,Action,Smartphone,Low,5.0,8,365 days,31,26-35,0,,2
1983-07-28,Female,Port Matthew,Monthly,Mastercard,Manual,Frequent,Electronics,Romance,Smartphone,High,3.5,3,365 days,41,36-45,2,1.0,1
1986-06-19,Female,East Jamesfurt,Monthly,Amex,Auto-renew,Regular,Clothing,Sci-Fi,Tablet,High,4.7,6,365 days,38,36-45,2,0.0,2
1964-03-28,Female,Port Jeremy,Monthly,Visa,Auto-renew,Frequent,Electronics,Drama,Smartphone,High,3.7,10,365 days,60,61+,2,1.0,1
1938-02-26,Female,Jonesmouth,Monthly,Mastercard,Auto-renew,Regular,Electronics,Horror,Tablet,Low,5.0,3,365 days,86,61+,0,0.0,1
1945-07-07,Female,Richardville,Annual,Mastercard,Manual,Occasional,Books,Sci-Fi,Smartphone,High,3.1,10,365 days,79,61+,2,,0
1953-12-27,Female,East Haroldville,Monthly,Visa,Auto-renew,Frequent,Clothing,Comedy,Smart TV,Low,4.7,5,365 days,71,61+,0,1.0,2
1942-03-27,Male,East Cynthia,Annual,Visa,Manual,Regular,Electronics,Drama,Smartphone,Low,3.3,9,365 days,82,61+,0,0.0,1
1967-03-10,Female,Lake Vanessa,Monthly,Amex,Manual,Frequent,Clothing,Horror,Smartphone,Low,3.3,1,365 days,57,56-60,0,1.0,2
1980-05-01,Male,West Kathymouth,Annual,Amex,Manual,Occasional,Clothing,Horror,Smart TV,High,3.5,2,365 days,44,36-45,2,,2
1974-08-04,Female,North Sharon,Annual,Amex,Auto-renew,Occasional,Books,Drama,Smart TV,Low,4.5,10,365 days,50,46-55,0,,0
1957-11-17,Male,Collinsside,Monthly,Amex,Manual,Occasional,Electronics,Drama,Tablet,Medium,4.7,3,365 days,67,61+,1,,1
1944-05-11,Male,Wardtown,Annual,Visa,Manual,Frequent,Clothing,Action,Smartphone,Medium,3.1,4,365 days,80,61+,1,1.0,2
1972-12-27,Male,Nicholasmouth,Annual,Visa,Auto-renew,Occasional,Electronics,Drama,Smart TV,Medium,4.4,8,365 days,52,46-55,1,,1
1996-06-04,Male,Lake Brianna,Annual,Amex,Manual,Occasional,Electronics,Drama,Tablet,Low,4.1,10,365 days,28,26-35,0,,1
1996-08-19,Female,Williamsonborough,Monthly,Amex,Auto-renew,Regular,Books,Action,Tablet,Low,3.4,7,365 days,28,26-35,0,0.0,0
1973-05-09,Male,Burkeside,Monthly,Mastercard,Auto-renew,Frequent,Electronics,Romance,Smart TV,Low,4.4,5,365 days,51,46-55,0,1.0,1
1994-04-01,Female,Lake Kellyport,Monthly,Visa,Auto-renew,Frequent,Clothing,Action,Smart TV,High,4.5,1,365 days,30,26-35,2,1.0,2
1996-05-20,Male,South Sharonport,Annual,Visa,Manual,Frequent,Books,Action,Tablet,High,4.7,1,365 days,28,26-35,2,1.0,0
1977-10-20,Female,Justinshire,Monthly,Visa,Auto-renew,Regular,Electronics,Drama,Smart TV,Medium,4.1,4,365 days,47,46-55,1,0.0,1
1979-06-03,Female,Longbury,Monthly,Mastercard,Auto-renew,Occasional,Clothing,Horror,Smart TV,Medium,4.9,5,365 days,45,46-55,1,,2
1964-04-25,Male,East Adamstad,Annual,Visa,Manual,Occasional,Electronics,Action,Smart TV,Low,5.0,4,365 days,60,61+,0,,1
1965-10-20,Male,Lake Nicoleton,Monthly,Visa,Auto-renew,Occasional,Electronics,Drama,Smartphone,High,4.6,10,365 days,59,56-60,2,,1
1945-07-13,Male,Johnchester,Annual,Amex,Manual,Regular,Clothing,Action,Smart TV,Medium,4.1,0,365 days,79,61+,1,0.0,2
1961-10-11,Female,Johnville,Annual,Visa,Auto-renew,Regular,Clothing,Sci-Fi,Tablet,Medium,4.2,10,365 days,63,61+,1,0.0,2
1943-07-14,Male,Coopermouth,Annual,Mastercard,Manual,Regular,Books,Romance,Smart TV,Medium,4.9,1,365 days,81,61+,1,0.0,0
1987-12-31,Female,Maryberg,Annual,Mastercard,Manual,Regular,Clothing,Comedy,Smartphone,High,3.5,2,365 days,37,36-45,2,0.0,2
1966-11-15,Female,West Sheilaborough,Annual,Visa,Manual,Occasional,Books,Comedy,Smartphone,High,3.3,8,365 days,58,56-60,2,,0
1962-07-10,Male,Barnesport,Annual,Mastercard,Auto-renew,Regular,Books,Romance,Smart TV,High,4.0,10,365 days,62,61+,2,0.0,0
1989-11-08,Male,Port Jean,Monthly,Mastercard,Manual,Frequent,Clothing,Romance,Smart TV,Medium,4.7,8,365 days,35,36-45,1,1.0,2
2004-02-21,Male,Trujillomouth,Annual,Mastercard,Manual,Occasional,Books,Horror,Smart TV,Medium,3.0,7,365 days,20,18-25,1,,0
1941-12-02,Female,Jenniferchester,Monthly,Amex,Auto-renew,Occasional,Electronics,Horror,Smartphone,Low,3.1,1,365 days,83,61+,0,,1
1999-09-18,Female,New Alicialand,Monthly,Visa,Manual,Frequent,Clothing,Drama,Tablet,Low,4.0,0,365 days,25,26-35,0,1.0,2
1959-12-02,Female,North Matthew,Annual,Visa,Manual,Frequent,Electronics,Comedy,Tablet,Low,3.3,9,365 days,65,61+,0,1.0,1
1952-07-17,Female,Fuenteston,Annual,Visa,Manual,Occasional,Electronics,Comedy,Tablet,Medium,3.6,10,365 days,72,61+,1,,1
1957-10-18,Female,Brettfurt,Monthly,Amex,Auto-renew,Occasional,Electronics,Comedy,Smartphone,High,4.7,4,365 days,67,61+,2,,1
1934-12-13,Male,North Kari,Monthly,Mastercard,Manual,Regular,Electronics,Sci-Fi,Smartphone,Low,4.8,3,365 days,90,61+,0,0.0,1
1950-12-04,Female,East Andre,Annual,Visa,Manual,Regular,Books,Sci-Fi,Smartphone,High,3.0,10,365 days,74,61+,2,0.0,0
1989-05-16,Female,Port Jasonshire,Annual,Mastercard,Manual,Occasional,Clothing,Romance,Smartphone,Medium,4.4,1,365 days,35,36-45,1,,2
1956-08-23,Female,New Matthewbury,Monthly,Visa,Manual,Regular,Books,Sci-Fi,Smart TV,High,3.0,2,365 days,68,61+,2,0.0,0
1950-08-22,Male,East Jamesland,Annual,Visa,Manual,Frequent,Clothing,Romance,Smart TV,Medium,3.9,6,365 days,74,61+,1,1.0,2
1961-01-26,Male,New Meganshire,Annual,Amex,Manual,Frequent,Clothing,Romance,Smart TV,Medium,4.4,9,365 days,63,61+,1,1.0,2
1954-11-01,Male,Camachoberg,Monthly,Mastercard,Manual,Frequent,Clothing,Romance,Smartphone,Medium,3.2,3,365 days,70,61+,1,1.0,2
1933-06-07,Female,Lake Danielle,Annual,Mastercard,Manual,Frequent,Electronics,Action,Tablet,Medium,4.7,6,365 days,91,61+,1,1.0,1
